Customer,Project Billing,Product,Datacenter,Project Product,SUM of Latest ARC EUR
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1 - Real-Time","8,640"
,,,,"QuantFEED Market Data - Euronext Milan DER (1018:IDM) - Ref, L1 - Real-Time","8,729"
,,,,"QuantFEED Market Data - HKEx Derivatives (1039:HKD) - Ref, L1 - Real-Time","9,134"
,,,,"QuantFEED Market Data - HKEx Securities (1038:HKE) - Ref, L1 - Real-Time","8,729"
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (1041:ICE) - Ref, L1 - Real-Time","8,729"
,,,,"QuantFEED Market Data - ICE Futures EU Financials (1175:ICL) - Ref, L1 - Real-Time","8,729"
,,,,"QuantFEED Market Data - ICE Futures US - US Softs & Financials (1042:ICU) - Ref, L1 - Real-Time","8,729"
,,,,"QuantFEED Market Data - JSE Equities (1047:JSE) - Ref, L1 - Real-Time","9,101"
,,,,"QuantFEED Market Data - New York Mercantile Exchange NYMEX (1069:NYM) - Ref, L1 - Real-Time","8,729"
,,,,"QuantFEED Market Data - NY Commodity Exchange COMEX (1141:COM) - Ref, L1 - Real-Time","8,495"
,,,,"QuantFEED Market Data - SGX FX Futures & Options (1458:SFX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Singapore SE Derivatives Index Futures & Options  (1222:SGZ) - Ref, L1 - Real-Time","8,794"
,,,,"QuantFEED Market Data - Warsaw Stock Exchange (1101:WAR) - Ref, L1 - Real-Time","8,640"
,,,EU - Slough - Equinix - LD4 Total,,"196,717"
,,,EU - Slough - Equinix - LD6,"QuantFEED Market Data - Cboe Australia (1026:CHA) - Ref, L1 - Real-Time","7,541"
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBL Depth10 - Delayed",0
,,,,"QuantFEED Market Data - SGX Singapore Exchange Equities (1091:SGX) - Ref, L1 - Real-Time","7,890"
,,,,"QuantFEED Market Data - Warsaw Stock Exchange, Warsaw Stock Exchange (NewConnect) (1101:WAR,1230:WAS) - Ref, L1, L2 MBL Depth5 - Delayed",0
,,,,"QuantFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1, L2 MBL Depth10 - Delayed",0
,,,EU - Slough - Equinix - LD6 Total,,"15,431"
,,,US - Secaucus - Equinix - NY4,"QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref, L1 - Delayed",0
,,,,"QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref, L1 - Delayed",0
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1 - Delayed",0
,,,US - Secaucus - Equinix - NY4 Total,,0
,,QuantFEED Total,,,"382,993"
,,,,,"382,993"
[anonymised],Customer 4,QuantFEED,EU - Slough - Equinix - LD4,QuantFEED Market Data - Aquis MTF EU (1306:AQV) - Ref,"1,139"
,,,,QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref,"1,139"
,,,,QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref,"1,139"
,,,,QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref,"1,139"
,,,,QuantFEED Market Data - Euronext All Indices (1035:EUI) - Ref,"1,139"
,,,,QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref,"1,139"
,,,,QuantFEED Market Data - NASDAQ Nordic Derivatives TotalView (1214:NAT) - Ref,"1,196"
,,,,QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref,"1,139"
,,,,QuantFEED Market Data - Nordic Growth Market (1068:NGM) - Ref,"1,139"
,,,,QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref,"1,139"
,,,,QuantFEED Market Data - Turquoise Europe (1304:TUR) - Ref,"1,139"
,,,EU - Slough - Equinix - LD4 Total,,"12,588"
,,,EU - Väsby - Nasdaq OMX Colo,"QuantFEED Market Data - Aquis MTF EU (1306:AQV) - Ref, L1, L2 MBL Depth10 - Real-Time","23,940"
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","27,540"
,,,,"QuantFEED Market Data - Cboe Europe TRF (1211:BTR) - Ref, L1, L2 MBL Depth5 - Real-Time","22,305"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1 - Real-Time","37,992"
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1 - Real-Time","30,823"
,,,,"QuantFEED Market Data - Euronext All Indices (1035:EUI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Nasdaq Baltic Equity and Fixed Income (1212:BLT) - Ref, L1, L2 MBL Depth10 - Real-Time","24,154"
,,,,"QuantFEED Market Data - NASDAQ Nordic Derivatives TotalView (1214:NAT) - Ref, L1, L2 MBL Depth10 - Real-Time","33,795"
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView - CERT (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time","22,305"
,,,,"QuantFEED Market Data - Nasdaq Nordic Indices - CERT (1119:NOY) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Nasdaq Nordic Indices (1119:NOY) - Ref, L1 - Real-Time","15,903"
,,,,"QuantFEED Market Data - Nordic Growth Market (1068:NGM) - Ref, L1, L2 MBL Depth10 - Real-Time","20,277"
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time","22,305"
,,,,"QuantFEED Market Data - Turquoise Europe (1304:TUR) - Ref, L1, L2 MBL Depth10 - Real-Time","27,540"
,,,EU - Väsby - Nasdaq OMX Colo Total,,"308,876"
,,QuantFEED Total,,,"321,464"
,,,,,"321,464"
[anonymised],Customer 310,QuantFEED,EU - London - Telehouse Docklands - THD,"QuantFEED Market Data - BME SIB Equities - CERT (1012:BME) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - BME SIB Equities (1012:BME) - Ref, L1 - Real-Time","20,948"
,,,,"QuantFEED Market Data - Budapest rapidADH - CERT (1144:RBD) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Budapest RapidADH (1144:RBD) - Ref, L1 - Real-Time","4,973"
,,,,"QuantFEED Market Data - Euronext Cash Market - CERT (1034:EUR) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1 - Real-Time","28,634"
,,,,"QuantFEED Market Data - Euronext Dublin Equities - CERT (1301:EUV) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref, L1 - Real-Time","21,852"
,,,,"QuantFEED Market Data - Euronext Milan AFF - CERT (1437:EUX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref, L1 - Real-Time","20,948"
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market - CERT (1054:LEE,1055:LEI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market (1054:LEE,1055:LEI) - Ref, L1 - Real-Time","37,676"
,,,,"QuantFEED Market Data - LSE UK Market - CERT (1053:LSE) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1 - Real-Time","42,046"
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView - CERT (1062:TOT) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1 - Real-Time","20,948"
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1 - Real-Time","20,948"
,,,,"QuantFEED Market Data - Prague Cash Market ADH - CERT (1087:PRG) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Prague Cash Market ADH (1087:PRG) - Ref, L1 - Real-Time","5,275"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI - CERT (1217:SIX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1 - Real-Time","20,948"
,,,,"QuantFEED Market Data - Turquoise (1098:TRQ) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products (1121:VIR) - Ref, L1 - Real-Time","27,880"
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products RapidADH - CERT (1121:VIR) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Ultra - CERT (1108:DEP) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1 - Real-Time","28,634"
,,,EU - London - Telehouse Docklands - THD Total,,"301,708"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - BME SIB Equities (1012:BME) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Budapest RapidADH (1144:RBD) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market (1054:LEE,1055:LEI) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView (1062:TOT) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Prague Cash Market ADH (1087:PRG) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Turquoise (1098:TRQ) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products (1121:VIR) - Ref, L1 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1 - Real-Time",0
,,,EU - Slough - Equinix - LD4 Total,,0
,,QuantFEED Total,,,"301,708"
,,,,,"301,708"
[anonymised],Customer 2,QuantFEED,EU - London - Interxion - LON1,"QuantFEED Market Data - Aquis MTF EU - CERT (1306:AQV) - Ref, L1, L2 MBL Depth10 - Real-Time",756
,,,,"QuantFEED Market Data - Aquis MTF EU (1306:AQV) - Ref, L1, L2 MBL Depth10 - Real-Time","2,951"
,,,,"QuantFEED Market Data - Aquis MTF UK - CERT (1227:AQU) - Ref, L1, L2 MBL Depth10 - Real-Time",756
,,,,"QuantFEED Market Data - Aquis MTF UK (1227:AQU) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Athens Securities (1004:ATH) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - BME SIB Equities - CERT (1012:BME) - Ref, L1, L2 MBL Depth5 - Real-Time",729
,,,,"QuantFEED Market Data - BME SIB Equities - Managed Solution (1012:BME) - Ref, L1, L2 MBL Depth5 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Borsa Istanbul Equities (1193:BIE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Bourse de Luxembourg (1056:LUX) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Budapest RapidADH (1144:RBD) - Ref, L1, L2 MBL Depth20 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE - CERT (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Cboe Europe DXE Exchange - CERT (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time",738
,,,,"QuantFEED Market Data - Citadel SI - EU stocks - CERT (1386:CIA) - Ref, L1 - Real-Time",738
,,,,"QuantFEED Market Data - Citadel SI - EU stocks (1386:CIA) - Ref, L1 - Real-Time","2,729"
,,,,"QuantFEED Market Data - Citadel SI (1357:CIW) - Ref, L1 - Real-Time","5,470"
,,,,"QuantFEED Market Data - Citadel SI UK - CERT (1357:CIW) - Ref, L1 - Real-Time",729
,,,,"QuantFEED Market Data - CTA Network A Regionals - Managed Solution (1277:CTE) - Ref, L1 - Real-Time","4,376"
,,,,"QuantFEED Market Data - CTA Network B Regionals - Managed Solution (1278:CTF) - Ref, L1 - Real-Time","4,376"
,,,,"QuantFEED Market Data - DAX Indices (1105:DEI) - Ref, L1, L2 MBL Depth5 - Real-Time","5,901"
,,,,"QuantFEED Market Data - Equiduct HybridBook (1291:EQU) - Ref, L1, L2 MBL Depth10 - Real-Time","5,557"
,,,,"QuantFEED Market Data - Euronext Cash Market - CERT (1034:EUR) - Ref, L1, L2 MBO - Real-Time",729
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBO - Real-Time","7,293"
,,,,"QuantFEED Market Data - Euronext Dublin Equities - CERT (1301:EUV) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Euronext Milan AFF - CERT (1437:EUX) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref, L1 - Real-Time","7,293"
,,,,"QuantFEED Market Data - Euronext Milan GEM (1439:EUZ) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan MOT Bonds (1016:MOT) - Ref, L1, L2 MBL Depth5 - Real-Time","6,184"
,,,,"QuantFEED Market Data - Jane Street SI - CERT (1356:JAQ) - Ref, L1 - Real-Time","2,917"
,,,,"QuantFEED Market Data - Jane Street SI4 (1356:JAQ) - Ref, L1 - Real-Time","5,470"
,,,,"QuantFEED Market Data - JSE Equities (1047:JSE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market (1054:LEE,1055:LEI) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - LSE UK Market - CERT (1053:LSE) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView - CERT (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView - Managed Solution (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Oslo Bors Equities - Managed Solution (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Oslo Bors Equities (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - Prague Cash Market ADH - Managed Solution (1087:PRG) - Ref, L1, L2 MBL Depth10 - Real-Time","5,292"
,,,,"QuantFEED Market Data - Prague RapidADH - Managed Solution (1402:PRA) - Ref, L1, L2 MBL Depth15 - Real-Time","5,834"
,,,,"QuantFEED Market Data - SIX Structured Products (ex Scoach SWX) IMI (1218:SIY) - Ref, L1 - Real-Time","5,470"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI - CERT (1217:SIX) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1, L2 MBO - Real-Time","7,293"
,,,,"QuantFEED Market Data - Turquoise - CERT (1098:TRQ) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - Turquoise (1098:TRQ) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Turquoise EU27 - CERT (1304:TUR) - Ref, L1, L2 MBL Depth10 - Real-Time",738
,,,,"QuantFEED Market Data - Turquoise Europe (1304:TUR) - Ref, L1, L2 MBL Depth10 - Real-Time","2,951"
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products - Managed Solution (1121:VIR) - Ref, L1, L2 MBL Depth20 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products RapidADH - CERT (1121:VIR) - Ref, L1, L2 MBL Depth20 - Real-Time",729
,,,,"QuantFEED Market Data - Warsaw Stock Exchange, Warsaw Stock Exchange (NewConnect) (1101:WAR,1230:WAS) - Ref, L1, L2 MBL Depth5 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Xetra Core (1102:DES) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - Xetra ETFs & ETPs (1453:XET) - Ref, L1, L2 MBL Depth5 - Real-Time",0
,,,,"QuantFEED Market Data - Xetra Ultra - CERT (1108:DEP) - Ref, L1, L2 MBL Depth10 - Real-Time",729
,,,,"QuantFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1, L2 MBL Depth10 - Real-Time","5,834"
,,,,"QuantFEED Market Data - XTX Markets SI - CERT (1354:XTA) - Ref, L1 - Real-Time","2,917"
,,,,"QuantFEED Market Data - XTX Markets SI (1354:XTA) - Ref, L1 - Real-Time","5,470"
,,,,"QuantFEED Market Data - XTX Markets SI (below SMS) EU Stocks - CERT (1385:XTC) - Ref, L1 - Real-Time","1,475"
,,,,"QuantFEED Market Data - XTX Markets SI (below SMS) EU Stocks (1385:XTC) - Ref, L1 - Real-Time","2,729"
,,,EU - London - Interxion - LON1 Total,,"224,008"
,,,EU - Slough - Equinix - LD4,"QuantFEED Market Data - Aquis MTF EU (1306:AQV) - Ref, L1, L2 MBL Depth10 - Real-Time","1,033"
,,,,"QuantFEED Market Data - Aquis MTF UK (1227:AQU) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Athens Securities (1004:ATH) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - BME SIB Equities - Managed Solution (1012:BME) - Ref, L1, L2 MBL Depth5 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Borsa Istanbul Equities (1193:BIE) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Bourse de Luxembourg (1056:LUX) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Budapest RapidADH (1144:RBD) - Ref, L1, L2 MBL Depth20 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Cboe Europe BXE and CXE (1007:BAE) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Cboe Europe DXE (1305:CBV) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Citadel SI - EU stocks (1386:CIA) - Ref, L1 - Real-Time",738
,,,,"QuantFEED Market Data - Citadel SI (1357:CIW) - Ref, L1 - Real-Time","1,459"
,,,,"QuantFEED Market Data - CTA Network A Regionals - Managed Solution (1277:CTE) - Ref, L1 - Real-Time","1,459"
,,,,"QuantFEED Market Data - CTA Network B Regionals - Managed Solution (1278:CTF) - Ref, L1 - Real-Time","1,459"
,,,,"QuantFEED Market Data - DAX Indices (1105:DEI) - Ref, L1, L2 MBL Depth5 - Real-Time","1,844"
,,,,"QuantFEED Market Data - Equiduct HybridBook (1291:EQU) - Ref, L1, L2 MBL Depth10 - Real-Time","1,736"
,,,,"QuantFEED Market Data - Euronext Cash Market (1034:EUR) - Ref, L1, L2 MBO - Real-Time","1,823"
,,,,"QuantFEED Market Data - Euronext Dublin Equities (1301:EUV) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Euronext Milan AFF (1437:EUX) - Ref, L1 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Euronext Milan GEM (1439:EUZ) - Ref, L1, L2 MBL Depth10 - Real-Time",0
,,,,"QuantFEED Market Data - Euronext Milan MOT Bonds (1016:MOT) - Ref, L1, L2 MBL Depth5 - Real-Time","1,933"
,,,,"QuantFEED Market Data - Jane Street SI4 (1356:JAQ) - Ref, L1 - Real-Time","1,459"
,,,,"QuantFEED Market Data - JSE Equities (1047:JSE) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - LSE European Market, LSE International Market (1054:LEE,1055:LEI) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - LSE UK Market (1053:LSE) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - NASDAQ Nordic Equity TotalView - Managed Solution (1062:TOT) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Oslo Bors Equities - Managed Solution (1364:EUW) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Prague Cash Market ADH - Managed Solution (1087:PRG) - Ref, L1, L2 MBL Depth10 - Real-Time","1,654"
,,,,"QuantFEED Market Data - Prague RapidADH - Managed Solution (1402:PRA) - Ref, L1, L2 MBL Depth15 - Real-Time","1,823"
,,,,"QuantFEED Market Data - SIX Structured Products (ex Scoach SWX) IMI (1218:SIY) - Ref, L1 - Real-Time","1,823"
,,,,"QuantFEED Market Data - SIX Swiss incl. SWX Europe IMI (1217:SIX) - Ref, L1, L2 MBO - Real-Time","1,823"
,,,,"QuantFEED Market Data - Turquoise (1098:TRQ) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Turquoise Europe (1304:TUR) - Ref, L1, L2 MBL Depth10 - Real-Time","1,033"
,,,,"QuantFEED Market Data - Vienna Cash Market & Structured Products - Managed Solution (1121:VIR) - Ref, L1, L2 MBL Depth20 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Warsaw Stock Exchange, Warsaw Stock Exchange (NewConnect) (1101:WAR,1230:WAS) - Ref, L1, L2 MBL Depth5 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Xetra Core (1102:DES) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - Xetra Ultra (1108:DEP) - Ref, L1, L2 MBL Depth10 - Real-Time","1,823"
,,,,"QuantFEED Market Data - XTX Markets SI (1354:XTA) - Ref, L1 - Real-Time","1,459"
,,,,"QuantFEED Market Data - XTX Markets SI (below SMS) EU Stocks (1385:XTC) - Ref, L1 - Real-Time",738
,,,EU - Slough - Equinix - LD4 Total,,"61,760"
,,,IRESS CLOUD,QuantFEED Market Data - CTA Network A NBBO (1029:CTA) - Ref,0
,,,,QuantFEED Market Data - CTA Network A Regionals (1277:CTE) - Ref,0
,,,,QuantFEED Market Data - CTA Network B NBBO (1030:CTB) - Ref,0
,,,,QuantFEED Market Data - CTA Network B Regionals (1278:CTF) - Ref,0
,,,,QuantFEED Market Data - Indonesia Stock Exchange (1274:IND) - Ref,0
,,,,QuantFEED Market Data - NASDAQ UTP NBBO (1064:NUT) - Ref,0
,,,,QuantFEED Market Data - Shanghai Stock Exchange (1082:OSE) - Ref,0
,,,,QuantFEED Market Data - TMX Toronto (Quantum) (1097:TMX) - Ref,0
,,,IRESS CLOUD Total,,0
,,QuantFEED Total,,,"285,768"
,,,,,"285,768"
[anonymised],Customer 10,QuantFEED,EU - Frankfurt - Equinix - FR2,"QuantFEED Market Data - Chicago Board of Trade CBOT (1022:CBO) - Ref, L1, L2 MBL Depth10 - Real-Time","6,477"
,,,,"QuantFEED Market Data - Chicago Mercantile Exchange CME (1027:CME) - Ref, L1, L2 MBL Depth10 - Real-Time","6,477"
,,,,"QuantFEED Market Data - Eurex Ultra Futures (1032:EUF) - Ref, L1, L2 MBL Depth10 - Real-Time","9,318"
,,,,"QuantFEED Market Data - Eurex Ultra Options (1033:EUO) - Ref, L1, L2 MBL Depth10 - Real-Time","11,950"
,,,,"QuantFEED Market Data - Euronext Commodities Derivatives (1073:LIC) - Ref, L1, L2 MBL Depth10 - Real-Time","3,060"
,,,,"QuantFEED Market Data - Euronext Equity and Index Derivatives (1072:LII) - Ref, L1, L2 MBL Depth10 - Real-Time","3,060"
,,,,"QuantFEED Market Data - ICE Futures EU Commodities (Implied Range) (1295:ICH) - Ref, L1, L2 MBL Depth5 - Real-Time","7,597"
,,,,"QuantFEED Market Data - ICE Futures EU Financials (1175:ICL) - Ref, L1, L2 MBL Depth10 - Real-Time","4,584"
,,,,"QuantFEED Market Data - ICE Futures EU Financials (Implied Range) (1262:ICF) - Ref, L1, L2 MBL Depth10 - Real-Time","7,597"
,,,,"QuantFEED Market Data - ICE Futures US - US Softs & Financials (Implied Range) (1296:ICI) - Ref, L1, L2 MBL Depth5 - Real-Time","7,597"
,,,EU - Frankfurt - Equinix - FR2 Total,,"67,719"
